wallet,sushi_grants,uniswap_grants,sushi_unlimited_grants,uniswap_unlimited_grants,sushi_ever_unlimited,uniswap_ever_unlimited,is_bot
0x53610e28d7de18557a09eb99afd279d1d5f71397,3,1,1,1,True,True,False
0x537bbdb8fb3f235ab53995635a6275c90a770e73,3,6,3,6,True,True,False
0x53f792e5442e7454bfc2c01ac8a62976b4d35ebd,5,2,0,2,False,True,False
0x54503eeded1fc55b94330bf82092ad41a76a8683,16,5,0,0,False,False,False
0x547029167857f10ff53cbd299b592aaa3157439d,2,2,0,1,False,True,False
0x5497d3430d59262d298af60b8d4489de2565271b,5,5,0,0,False,False,False
0x549c8596f1bf32ff4c82b995d899dce17f1100a0,10,2,0,2,False,True,False
0x5540d2a88ffe75ba8a163b66935092c6c0771b4d,1,,0,,False,,False
0x55574a7e0a01c94c53760ef80484b3484bdd94ff,4,6,4,6,True,True,False
0x557cee07243d4e188535c857f20324baae270e3e,8,9,0,0,False,False,False
0x55cf851bbea90c64d97003258f18ed6643f3d4bb,12,2,0,0,False,False,False
0x55d3b2bc4f1f097a6354cda89c64fb360f7283b1,6,5,3,5,True,True,False
0x55ead0b365961102a5b8aa68e35af6cd53b20327,1,1,0,1,False,True,False
0x55ecb3b1d65420d4addc96db50d917c2105ef7fe,3,5,3,5,True,True,False
0x566bc1fd3eb85674c1dacaa2324069e19cbfd283,3,6,3,6,True,True,False
0x56773af0eeced9a4159b42b1ebeab25fe09b2efc,5,4,5,4,True,True,False
0x56f2defef01f09d2f1ca440f594694102ed10d83,1,1,0,1,False,True,False
0x571362b66b1b2fc26a113635456008efadfb13b1,4,2,0,1,False,True,False
0x57b649b1b8ab1dafbe0e7f5562661ae2442db332,41,3,0,1,False,True,False
0x5810d9b4bfb45976901726c81caca6611526ab3d,3,6,3,6,True,True,False
0x581325e7f91186f03896410542420489c87f83b2,4,10,4,10,True,True,False
0x5853450636c7eddd14760025c5ee842782936d98,4,9,4,9,True,True,False
0x590195abc737a5eb7c3bd391edeedc10004e0171,3,13,1,2,True,True,False
0x59067015c21255939624f6f099c0477797314f15,1,1,0,1,False,True,False
0x592f360ffb73425b3e68b0eb31339604b513ecbc,5,6,2,6,True,True,False
0x59332300fa460e5ddfa619b33999538955e1ed2a,8,1,0,1,False,True,False
0x598896c633911b3fff8800aa9f7b8ed8db659315,3,6,3,6,True,True,False
0x5a1e32eea085e95e8f6a84216bdb89b8bfdf58bd,2,1,0,1,False,True,False
0x5ac5d45e64f130c1f7605797352f88a66e2dfeb0,5,6,5,6,True,True,False
0x5c49916d33dc87293cdd8a818c5f0c8315da9572,3,2,0,2,False,True,False
0x5c57aa90537019a82598e302e7fdda7bb66d84c9,2,1,0,1,False,True,False
0x5c75e97fd18ad86ebbb562ad5c3569a85a4dd873,3,8,0,7,False,True,False
0x5cc8794252dacc855e12029e8f07e60b895f3cd9,3,4,2,4,True,True,False
0x5cd038b8d8e7127fdc8885ae9fca8f2fd497e4aa,3,6,3,6,True,True,False
0x5d3c2da18b13ad6341d7b628c9d63b55fb4ef72b,6,5,3,5,True,True,False
0x5d4202b528f65dc39ea4adeaa555282ec7216b05,4,6,4,6,True,True,False
0x5d986a774f0b2c87c70d73446c663c2436c9cdd5,3,5,3,5,True,True,False
0x5dceca88c237d5ef2ddecdc019b73b97437ffca4,16,2,0,2,False,True,False
0x5ddebc0af8a2d5d8dc47e36d67820dff1dfd7ccc,1,1,1,1,True,True,False
0x5e574edf724f852f698e07c525bac06195b4faf3,5,8,5,5,True,True,False
0x5e6f913e224f2f0b858b6afd05e691bd3b3918fd,1,2,0,2,False,True,False
0x5e73e48ccd5d3bbe92cb38d4f770238fdd6d880f,4,5,4,5,True,True,False
0x5eedcef54270823ae629a1209bc93b73200db75d,4,5,4,5,True,True,False
0x5ef84317d977a313bde7a5ca1d87ad3c0e825512,3,6,2,6,True,True,False
0x5f5cb5e4db7ecde9e69bc253e2dfddf9238c1bea,4,5,4,5,True,True,False
0x5fd6b51613a475f6e80c0e4e8169c84aa71d90f3,,2,,2,,True,False
0x5fdb6f53b01032f749023c00dd89fa088b3ed50d,1,1,1,1,True,True,True
0x602dfa4939b7b0333442ae64d0f55743cec8b175,3,2,0,2,False,True,False
0x6034e4fb863cd5078280c9fb419c453dbc23a83c,3,6,3,6,True,True,False
0x6067b1d03e747e3ab7c4071f77e1d422a53f1522,44,2,2,1,True,True,False
0x60b7c052746f651f3925d2b1aff06adfe3fab137,3,6,3,6,True,True,False
0x60c85817d2026d34ce4cc530f5e53c2f2ff0b949,20,2,0,0,False,False,False
0x60ef84839f2f7d3a1f93f1e5194feb3bbb0bfa5c,1,1,0,1,False,True,False
0x60f9067c580523531c364085a9f467331b89c5b3,3,7,3,7,True,True,False
0x6112402b6e3ccfe2dfb324ce3f1f428b1d5b31b8,11,2,0,2,False,True,False
0x61138e8b84493cb376409425f138a5d46ec370a2,1,1,0,1,False,True,False
0x612a70c9333d4dc09097d4b55bea462140829ae0,5,6,3,6,True,True,False
0x61513e46bb2e3f624783117587a99f722f1beb6d,4,6,4,6,True,True,False
0x61ba1c141495ff4ffe23a1cc95b09d41d0c2aa96,4,6,4,6,True,True,False
0x6210477b3025bf5ea50a35d39e7d2875dc11661c,1,1,0,0,False,False,False
0x622446c91f23c552ac2e9092836bec0a0aae87fc,2,2,0,2,False,True,False
0x622661ab4b6ab93c659e751f47ebb0c6e6ad9f48,1,4,0,1,False,True,True
0x622e4a9d26a73120bcce965cc269ae3bab5e0400,2,11,0,11,False,True,False
0x6253cbed11c0fb4edb9ce2ce4f2b2ede42c92038,1,1,0,1,False,True,False
0x62949aef1b51e1d38fe2480a2fdc7475d9c6ba0a,4,6,4,6,True,True,False
0x62ab0bb2c7041fca782c79f9e10e9afe511cb3f7,2,1,0,0,False,False,False
0x62b45e405fd93a41e036c920738f4d8a72f04465,4,6,4,6,True,True,False
0x62b4da254be790d160ebfc6f2016d75a23bdc0d6,1,1,0,1,False,True,False
0x6307be181f55f3941d3553e90b75aed72101aaf1,4,6,4,6,True,True,False
0x634ea5142039756816418931aab3a26e7a209f8c,43,5,0,4,False,True,False
0x63555c500370b3e98bff463c1308fcc1af9e8cab,5,4,5,4,True,True,False
0x6364a36e7bcbf79d2f70b7525e868321796f9d8a,3,3,0,1,False,True,False
0x63ed99a9404e9b6e2e999916e2fd9e53943cc7bb,10,6,1,4,True,True,False
0x63ff919662c705da7a34b8bf0313d783e6331dba,1,2,0,1,False,True,False
0x646367976015d2dd45907b1d228096efd10fe43a,1,2,0,1,False,True,False
0x646beeafce956960b8d52bcc6c3ba685e1e1d220,4,6,4,6,True,True,False
0x64800bdc1a43b34c6399818d9e69168015cbbd07,17,1,1,1,True,True,False
0x64a7079871bb4010ff998fd2c8fbf5dbc6463221,3,6,2,6,True,True,False
0x651d450f0fa2441cb649f89acb48d680eaf7ee79,3,5,3,5,True,True,False
0x6536d4c913d6e6c61b4a4709557ca3148193e50a,1,2,0,0,False,False,False
0x656da0f11ec28c79968bf13e94993f1aad29a622,1,1,0,1,False,True,False
0x656f1b34caeadbcb54ba750198960b71b922d669,8,3,0,1,False,True,False
0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,2,17,2,6,True,True,False
0x66028b6ae3d482ecb78b9129e04c38414ef313d3,1,2,0,2,False,True,False
0x6613a1d523c97ed71eca42a71b08d39d40a8e3f3,1,2,0,0,False,False,True
0x662a7c5cfca929dff1c72e0bc044fa647dd233ed,1,3,0,3,False,True,False
0x667392a22066e325b9b0dae5059b153291f93b3f,1,2,0,1,False,True,False
0x66af0d3bf6b4d2a3b05449c74f4aa41660d527b6,3,5,3,5,True,True,False
0x66ccff7fa5a788cadcb9776997db5d375c2741a5,4,6,4,6,True,True,False
0x66f80a55ffd549309a5352202bdd11b96c72d6ed,1,2,0,0,False,False,False
0x67522693a02ac9de74b7b68be50e7f42116d2ffb,4,4,0,4,False,True,False
0x6773f888b0965c530791411a0b3508348bde8d2f,1,1,1,0,True,False,False
0x683f0832f170b48985b330296c3b5fbaa5e954ba,3,6,3,6,True,True,False
0x6844980bdf3b64d72049ce0427613eb559f414ed,4,1,0,1,False,True,False
0x685a76367603c1662b7ffa0fb7f6da2231d0edea,8,2,0,2,False,True,False
0x6897fab4a74ee1ca8f942438796ffbbcf5063d3d,6,6,0,2,False,True,False
0x68f68e4ba46fa465217f4eb75f638d8db059aff9,10,1,0,1,False,True,False
0x68fb15c0b14b2730e47f7f1456e1a2bd1b70f639,13,11,2,4,True,True,False
0x69065ecbee31679c518c759c7a2a510f887d7daa,5,6,5,6,True,True,False
0x69a6ac9d22532c4ad6a519a99f45b55a8b05ae7e,4,5,4,5,True,True,False
0x69adbd45bc9fc5996298dfb12cf7b20fd376e673,1,3,0,1,False,True,False
0x69f6bff53befc0136a1cb7325802f017044fb75b,3,7,3,7,True,True,False
0x6a12dd0f548c46eee1a872e4a0375ea395704f72,3,6,3,6,True,True,False
0x6a22a7a8fc40a479d4036abd308e1bdd8243cba7,3,10,3,10,True,True,False
0x6a80b54439beda7014bdcf30b99d805b986c8f19,4,6,3,6,True,True,False
0x6a9b205a3fc0e82caae0c7cc69fc102f43c860f9,73,1,0,1,False,True,False
0x6aa1fe4b4f69d2b87646a165b6a89dc489010021,4,4,0,2,False,True,False
0x6aa8a80313bb539088abf556d82141cda3fd8549,4,2,2,2,True,True,False
0x6aed3ae6130bb1e551cf2e3042e9560f8f8fdb87,2,2,0,2,False,True,False
0x6b36f84b2730b7001d4fff0d921de7bfbe169f13,5,5,3,5,True,True,False
0x6b8e125ce4b16a077076eac4a8f6e2ae492374c4,32,4,0,1,False,True,False
0x6be64987a82511376d8a61e5edf128f77bf86142,4,5,2,5,True,True,False
0x6bf95b19a1973c26a204319782ceb522a020101c,13,3,0,1,False,True,False
0x6c1892fa926137197cab766b0cfda5d8e74a7e50,3,5,3,5,True,True,False
0x6c3974d161bee572f272f907fb55d156f8b18871,1,1,0,1,False,True,False
0x6d1a493acbdff7f353210f560eb8a77882372d3c,2,2,0,2,False,True,False
0x6d5ef5a1bcd2e48f432f238a41a4f176239b9a24,3,6,2,6,True,True,False
0x6d91a4ec6c2a3b49f7971bcab800a5756ab4afe5,3,6,3,6,True,True,False
0x6de054e18ce51303175ec13e9c14ed929afc6565,2,2,0,2,False,True,False
0x6e1fbde644ffa9fbe142d6dae4c42fb05251f188,4,5,4,5,True,True,False
0x6e47831692bb97fb2c37f07eb5e059b691e088c5,4,5,4,5,True,True,False
0x6e5ebc854fb7ac7301f236a3b0b5d0031d49b26f,1,1,0,1,False,True,False
0x6eede5dd9a5a6e69af107a2e97e9304be7757f4d,1,1,1,1,True,True,False
0x6f858f383842c887a82d30b392cfc686938413ec,1,6,1,6,True,True,True
0x6fa244617faf933e8600dfcb51dcbbc676b2c538,1,1,0,1,False,True,False
0x6fcd7b7842f4b487597176f63e938c59a9fd69b1,4,5,4,5,True,True,False
0x6fd44724c6a4ce94d847807fdf71019eab4101a1,3,6,3,6,True,True,False
0x7014151065ebf67b38418b838a3884db623cae95,3,7,0,1,False,True,False
0x7027ac93a8b71d67352d1ebc78f9063fd9397e93,1,2,1,2,True,True,False
0x70b97b50670c60dff26c4c2a233fa8a612dc435d,3,2,0,2,False,True,False
0x70e1d65df20d48f353b974967c079ddb7856950b,2,4,0,1,False,True,False
0x712a947c4a645cb4b75433d3baabe67bc4747eb4,4,4,4,4,True,True,False
0x71a825b4ded1dc80c550b97dccea0e75783e7be8,3,6,3,6,True,True,False
0x71c0b990e24c48b9aa13d91d57f2cbd7e9ae2fe0,2,6,2,6,True,True,False
0x71ebf3e6ceb58e9bb2e6ab93c2fa7b350312dd09,3,5,3,5,True,True,False
0x71f03080c91f48e0f65c8e8a3d12066c786c3b5d,2,2,0,2,False,True,False
0x721b8bf400dd48a66b55baf9684443d367e8fc02,1,1,0,1,False,True,False
0x725cfb416801c5cb73d3b00a47810600158bd05a,1,2,0,1,False,True,False
0x7462ab6f99abfca70eb1ee562f72f3148b53b644,3,6,3,6,True,True,False
0x74870ea6217f5c742fa8995de4888d572a8e03f2,3,6,3,6,True,True,False
0x74e28f41fd64572c07e2b1216686192d0d3202c1,5,6,2,6,True,True,False
0x7576b4a396400797cca2790356fff07da1b75dbf,46,2,0,2,False,True,False
0x758c5c12de9dc8ee828897902da82fb5a8109566,3,5,3,5,True,True,False
0x75cfa6e728f6af0c6fdbb9d83c564f4f3b87265e,1,1,0,1,False,True,False
0x7613f87ef828acd8fba4e99a2cd9c0350c05aa54,2,1,0,1,False,True,False
0x76282940e1ddcb1c9769936f35afadac9811e629,4,4,4,4,True,True,False
0x767b6fc141914a9849f9fbc23f6d6434d36ba493,4,6,4,6,True,True,False
0x76c5403207f13aa65ed4e903a4581e425f0d4796,3,4,2,4,True,True,False
0x76ddbfec1746ec682ac7ea9f4b752ff3b2de00b9,4,6,4,6,True,True,False
0x76deea3bbfb2c78713f4e3e6ce568418673e64f3,2,1,0,1,False,True,False
0x76ea47e66f1a6ffd85440b5a39a12e4faffc40f4,4,5,3,5,True,True,False
0x76f742645d84aa80c4283d1303ca2ee74deb0a53,3,3,0,2,False,True,False
0x77433fdb8b482e6e0b9c232b2c936eba8fb37ba2,3,4,3,4,True,True,False
0x7751c7eef5f55e21fc8caa90b9f6ddf4650dce57,4,6,4,6,True,True,False
0x77b129848c3f4f2d40eadb79fba4764af232458d,1,1,0,1,False,True,False
0x780bc600416888f06b13c565dd56c7655ecf749b,4,5,4,5,True,True,False
0x7836d68e007bff2d384aad68cb535f1faa2d080d,8,1,0,1,False,True,False
0x783756a5ef088720d2a3296cdd5336659b2d0e67,31,2,0,2,False,True,False
0x78a2e5129c1e851596de9f4be7c3ebb60f08af1c,1,1,0,1,False,True,False
0x78b5e42c3ed3cbf65ee3202a736e91dfdf051a96,4,13,0,2,False,True,False
0x79574052b9b669a8368d4efc5cccdf839d818f9b,2,6,2,6,True,True,False
0x79b615e157407b7386ce035ff8e9b8fccd2e12e4,4,5,4,5,True,True,False
0x7a35f9525677aac461d4df8bc0d26090a9be348e,1,1,0,0,False,False,False
0x7b1229b4cc05d28d1ae8eba3d0bdecce674839ea,5,1,0,1,False,True,False
0x7b686c1ee0192a3a8e549aa375426dea270de053,3,2,0,1,False,True,False
0x7b77ebc083f0104776cd3cef2569780baacc0073,1,1,0,1,False,True,False
0x7b8c9bb45d59e0e03661459d16e22f412d99fe85,2,2,0,2,False,True,False
0x7c494a3c645c79a700061d4bf9bd5a991eab0379,1,1,0,1,False,True,False
0x7ca97970de3328e541405bc7469dcf7dc046b339,6,1,0,1,False,True,False
0x7cc3291a11578bf0f71ea40ed67a2faa494e7102,4,6,4,6,True,True,False
0x7da6cf446ac3a22bb52c719ea0905c25f95cdc5c,3,2,0,1,False,True,False
0x7dbc39272d947bc67cb6f8c59bf2f8730a325d5d,4,2,0,2,False,True,False
0x7def47be6914c033f275d84dceabdd08939b2091,3,5,3,5,True,True,False
0x7f1d2a648bc144dbe0bf763e08405074c0682dc3,3,6,3,6,True,True,False
0x7f298a6c52cc0d4274dbf021236aa3551c85be00,4,6,4,6,True,True,False
0x7f57b7f4f84e7664ebddc0a5f72df63741dbb23c,4,6,4,6,True,True,False
0x7f9c5344dd5a353f2886714dbca304a5a9b10a9d,6,5,0,4,False,True,False
0x7fe0b7eb086eef967075b98f330f5ffe87e425cb,3,8,3,8,True,True,False
0x801fb1314196be60afdc3daae7a9833184bb621a,9,1,0,1,False,True,False
0x8029bee88b728771093dc802086a5b17f1c48855,3,5,3,5,True,True,False
0x80821eeea0e6db7ac0ad1cfda8a4a572be67fdda,23,3,1,3,True,True,False
0x80f1b72eddca5fdddef82d8b1ba81205eb6866bc,2,,0,,False,,False
0x81af3f38bd49ad91dcb8f9d56a193abf388a5d7a,1,1,0,1,False,True,False
0x81e3d1e513a498fe00f4cdc52c23c5ef93d897ae,4,5,0,1,False,True,False
0x81e80558718e2fd1d7e0cd062895c71a763c3c75,3,6,3,6,True,True,False
0x821566b9d1a87f214e7230d34fcae72a487e6cdf,1,1,0,1,False,True,False
0x826015d07291cca089e31f989bdee849345a80fb,2,2,0,2,False,True,False
0x829460fbaf4e342bfbd3e706894f91c60281dc8d,2,5,2,5,True,True,False
0x82ddc6973def2856be0da14eadb29457b58b682f,3,6,3,6,True,True,False
0x82fc2dc6e96ac79693bd8e99b4f8c35e78a5d3a3,1,7,0,2,False,True,False
0x837a68800183350df355cd8fbaf83f518b4ddec4,6,2,0,2,False,True,False
0x839990d65037af809e5e4d45f3cfbad711b60bd4,5,1,0,1,False,True,False
0x83e0d4d158cd6d7de762c6ce32b6de3378c4081c,1,1,0,1,False,True,False
0x83f1a23d778ee4982e61923e1831d4bce697aabd,9,1,0,1,False,True,False
0x840c80320476f596a7349ad3a5851f90ff504daa,1,1,0,0,False,False,False
0x8432b5b28ac4eb4b4799e5d383521aa6a82d5e3f,3,5,3,5,True,True,False
0x8448175f416a6a3d5528499bf28f2053d1c16a01,4,10,3,10,True,True,False
0x8462015d69d805bb61b335527bc785e836103ea3,4,5,4,5,True,True,False
0x848dabab04c45b423d3f2b4bf657e13bbe0a0f9b,3,6,3,6,True,True,False
0x850142c53b793852c49cd654deb98d113c10167f,83,2,0,2,False,True,False
0x85150a2503d0014683dbe8327ee58399276f5306,2,1,0,1,False,True,False
0x85162281f5f43b5113ed2ff1e887df9bf263bcac,5,7,4,7,True,True,False
0x852eaaa4afe4df7547dcca7c08a5c1a9f05e70d1,1,1,0,1,False,True,False
0x85332f469801e3fe69b6677df376444a2ad0b9a1,1,1,1,1,True,True,False
0x8533daef2612a2aa6435dcb9a77afc7fd2fed396,2,2,0,2,False,True,False
0x853830fb94c0067b5ac18e9a0018c5070d2c1960,2,2,0,2,False,True,False
0x853a353420f27ffbedd3517b8cc2dbd9da9c73f0,3,5,3,5,True,True,False
0x8567b3763e09e0e6d93f2f1123908a55d40b73fb,3,10,3,10,True,True,False
0x8583d617b51079481db28ef127a9fc73e4626de3,4,4,4,4,True,True,False
0x860188eba1c2785d9c55404378b39c511e72db61,1,1,0,1,False,True,False
0x860898f92f4c08448105be3472803dff82e65d83,5,1,0,1,False,True,False
0x8631644f45707d5a3c51b8c7ae7c1fb6ba83c10e,3,1,0,1,False,True,False
0x868d280066c72d438c4a09f452d8f44d9ac3d5f8,3,6,3,6,True,True,False
0x86e95581e41946ed84956433a8a9c836bcba636c,2,2,0,2,False,True,False
0x8738336a08d37764e8c373e96e1ba28b43f3610f,4,5,4,5,True,True,False
0x87391909612adcb2c4bd6b1d9c82f3c9f47d3733,3,1,0,1,False,True,False
0x88566483155b7f5d18b2f9cfeaa1820288db4e11,1,2,0,1,False,True,False
0x8858445e76e4fc202d99a6d70279c34b06f97d64,3,6,2,6,True,True,False
0x8902f71b4e12e4e0a48ec9791ebbf6af24e4445a,4,1,0,1,False,True,False
0x89116663bf7ba02322f21f43d613c1cb8cdc1ad8,4,5,4,5,True,True,False
0x8931294e939eafd6698a655b548f493bbffa7e42,1,2,0,2,False,True,False
0x89426ba11014504bd09fc6a536531bbb9c519a2f,3,6,3,6,True,True,False
0x895a13970e0dbe9d24343bf3e3787207c5b71113,3,6,3,6,True,True,False
0x896c4ad20c4984d0f2fe1c752d78b40ecd214f13,4,1,0,1,False,True,False
0x89892d074994ea434946fa883f3a1cc77a646754,3,5,3,5,True,True,False
0x89b8992aec28d34ed8579fde2b10b872dd26e617,3,23,0,2,False,True,False
0x89c4124fe8cd27efca349b3e92155699648db6ae,3,6,3,6,True,True,False
0x8a1482e6a2f2dc76de2a97a67ec3d63d55b2f8c2,1,1,0,1,False,True,False
0x8a2c02e1d58607c48005e1144cfe61a8d75fa000,2,6,0,6,False,True,False
0x8a912168a91fbe2dcfafbb08d308366269705111,1,13,0,3,False,True,False
0x8b73f3a238282d20f381139d6b163871dfa84b89,2,7,0,0,False,False,False
0x8c4e3601832f29803160618c8d87ae2d7a38a638,4,6,4,6,True,True,False
0x8c58503ef042f2c39737fa57f9f17861142ada21,3,6,3,6,True,True,False
0x8c7deca819f7f023ae9c2d486393525681d67aed,18,2,0,2,False,True,False
0x8c95638ce53c630f600667b5c21fba12885ba042,2,1,0,1,False,True,False
0x8ca39904a3f072112f7197bca6d05de961e64462,2,1,0,1,False,True,False
0x8cb3e7d4361c8d0c8b1294ad30a8c67bcda2d3c6,3,5,2,5,True,True,False
0x8cbff05ca2b82d8c80305b4cb25f67593a6cf206,4,6,2,6,True,True,False
0x8cd121ce47620cd254630a8489b6bdd92056fc5c,1,1,0,1,False,True,False
0x8cf3353bb63d3ae20a34ee1d4ce2d8c9426952ae,28,4,0,1,False,True,False
0x8cfae48fb3e54e143e5454ca2784b7bf3a0dc0d4,2,41,1,1,True,True,False
0x8d0ca158349c0748d2481a73edb06e3db5c6bf5c,1,1,0,0,False,False,False
0x8d106c747cd21272d4c9ff0af8d53a9c9aca25d2,27,5,0,2,False,True,False
0x8d21aef62be00b2970ef0444a0a97778f3b76c02,2,1,0,1,False,True,False
0x8d289547c475705923295b87276630287dbb5e67,5,6,5,6,True,True,False
0x8d4d5b746bdcf167802d2c54b28f5e6e4da39477,2,3,0,1,False,True,False
0x8d501fee3fb158d2d50612877a4e831d1601dd68,3,1,0,1,False,True,False
0x8d67e14c83d8fc89443ad84f6d7c04e5724a083e,7,1,0,1,False,True,False
0x8d91b2c930a3253c8b5713006545d79f1a113957,4,5,4,5,True,True,False
0x8d9cad5acc61ad767b95df2e6c5df30b34355194,5,6,5,6,True,True,False
0x8dba8bfd737d82cb4f7022330cf2beeaf38ec856,2,6,2,6,True,True,False
0x8deb7d7790d75af70760b1b346fa8bc73044bd46,1,1,0,0,False,False,False
0x8dfbef411aaa097676d3fac419f9735d64a3ebf4,5,5,5,5,True,True,False
0x8e08eb9a53813be7dbae8f0b03368ee1ba87c3b2,2,1,0,0,False,False,False
0x8eb3b27c7d5c3dfca2053e456c46de3d82ee0f58,2,1,0,1,False,True,False
0x8f1622032990d57e4bd34664ad1c56e5d0b644a3,5,5,0,5,False,True,False
0x8f60be603150fbd63ffab4d3fef5cfc3e3c37599,3,6,3,6,True,True,False
0x8f6939ac70c8a57fb12e5721a9f6fa69d8272d3f,4,6,4,6,True,True,False
0x8f9c5ea23c4bec2a7399ad1973d6741d70998a46,4,7,1,7,True,True,False
0x8fb647bca494a0fe4b52e44d0b1bdbe030ad301e,1,1,0,1,False,True,False
0x8fb839adbd0c2690651f93739b14beeb9529f727,6,1,0,1,False,True,False
0x8fe58567bee5e113313717b7f4e1efb42b7c2812,9,1,0,1,False,True,False
0x902c490b7328469478390e16f8ffc81d70378946,3,2,2,2,True,True,False
0x9032cb5cb09913de1b0c5c9481f49dfb13ac88fc,1,1,0,1,False,True,False
0x90c1e932e3bd21ccc32b332c1d23f769269348b9,4,5,4,5,True,True,False
0x90c1f228623f73a6f3cbef5160eea19b9ebf80e2,1,11,1,4,True,True,False
0x90fb0e55e162575d4813f516ea9d0fa3917fd955,3,6,3,6,True,True,False
0x91177152e4e926b711b80caf5a4f7b0c22c9c679,3,5,3,5,True,True,False
0x91894749167926f00e88836f4d662ed21ecddb09,4,6,4,6,True,True,False
0x9208d3ccef240413b1032ca1b05eee0eed2b7960,3,4,3,4,True,True,False
0x923d747e98ba75b007812f21f7929f3ba5f3a51a,4,5,4,5,True,True,False
0x92e254e08d2ba762c8948d85ed01309dee3285ef,4,6,4,6,True,True,False
0x9305a6018a7ef2383802349a33d7236bb8ce8c9e,1,3,1,3,True,True,False
0x94271b9202640f2b1937e9149077f0e54b68c210,1,1,0,1,False,True,False
0x942ff6050d46ef6f890383ac04e4ef4a24d7f2fc,1,2,0,0,False,False,False
0x947584758775af11f5ff8d2d554d5514dc935d23,3,4,0,0,False,False,False
0x94983af18268f131f67f22681f6148abdf021c57,3,6,3,6,True,True,False
0x94cf6641520ce7e5484554830a86e12a0f8854e6,1,2,0,2,False,True,False
0x9532f488a02ea2d44d066bf3277c7161df6d395c,1,1,0,1,False,True,False
0x953790e00ad96f6fe94ff600f2b44e7e15a1dc68,3,11,0,1,False,True,False
0x954ab378fbe77d6c528685d6ec19bf49a0dbf2fe,4,1,0,1,False,True,False
0x95d4f8387bf526140524dd73bce1d2aac7afb0e7,3,2,0,2,False,True,False
0x95db63d2dbaf09d6befe1ea6b653822f45913b8a,4,8,3,8,True,True,False
0x95e61defbac5e7298f6f3c1cf5e512d38e3963ee,2,5,2,5,True,True,False
0x95e9ffc26cb33fa701a56862cd6e2b4c96cb444e,6,2,0,2,False,True,False
0x95f615c88f791351b414322a0a7f9cc7354ae19f,2,7,0,6,False,True,False
0x95f6328a532cef7e9c508298ef9761c482b1c674,4,1,1,1,True,True,False
0x967b5c09119c74c9acee122f55a24de060e7ee61,3,5,3,5,True,True,False
0x968da74bf6184b54cc1d1abe934219fe78df737c,4,6,4,6,True,True,False
0x978e09f9e3570f0b0ae041ad1bd3af9e3b714e5e,3,5,3,5,True,True,False
0x97b4f3a55af65980ea1d029d4fcabcee4b9bdff5,3,5,3,5,True,True,False
0x9828a795bb144b61442ca6d3ca8124ad07839ba5,8,15,0,4,False,True,False
0x9830d6b37fe7488707cc4ad7f8b481d75eb2a8c2,2,5,0,2,False,True,False
0x985f6727c6f67e500a17244be81580508e6729c8,2,1,0,1,False,True,False
0x9868f055b788c3db611341f5d24c8acfe5ae55d1,3,5,3,5,True,True,False
0x988b6ed29bf38190c086f7d35bf656ac19e9481c,3,6,3,6,True,True,False
0x98b0fd0884d4fcccf8fe4daad8e0b91b466a3f23,22,2,0,2,False,True,False
0x994a7b898c7bd265ad62071433069db9921cf3fd,5,1,0,1,False,True,False
0x99e8d44bcccce483b4978d0fb1194df35b906a03,1,1,0,0,False,False,False
0x9a68ae965da4d0e5d162cf81f46660fef4ac82bd,9,3,1,3,True,True,False
0x9a7d31e95e74876caeca473f516aecf2707e6cf4,8,1,0,1,False,True,False
0x9ac883d47aa3e3482c13ee705457fb39a5708d24,1,3,0,3,False,True,False
0x9ad4d85b1b396fada9cb4998dcaf2bbb98741676,45,3,0,2,False,True,False
0x9aeeb0973f856cf590793f753e2a3e4a6407df96,3,5,2,5,True,True,False
0x9affebf29369930bae5b1dbaea8925ede9ed1411,7,4,0,4,False,True,False
0x9b860b5f6ce49c84eef8e322b03cf6322008bc95,20,7,3,3,True,True,False
0x9b9a6fc8df9f518831e4039ce936f2768ff2e5c8,4,6,4,6,True,True,False
0x9c17d45e2d81284f7506ad28d23957dc5a18dd16,3,5,3,5,True,True,False
0x9c2213e49ff2431f1e2596c0396e21f747871348,4,6,4,6,True,True,False
0x9c3770bebee6318cd7346aa0d1014efc7fc070d7,3,3,3,3,True,True,False
0x9c5b9a5fc708dddc798b7e67cc3f3c323ac8bcee,4,5,2,5,True,True,False
0x9c75294753b4ded56030c9484b5da4cef09a1b92,4,6,4,6,True,True,False
0x9cdb2feec39ea18dca9564ddbe0e6009fa62bcd5,3,5,3,5,True,True,False
0x9cef989eab597e911b1f1261c9e4f35a0a508ddc,1,1,0,1,False,True,False
0x9d5514a6d7aa4e403ca5fad24b77551d88489a38,1,1,0,1,False,True,False
0x9d8bd04cf5833c1d37c5d2efcd53ed3544895bb0,2,2,0,2,False,True,False
0x9ddae1c0c73932916ea3a6c8bcbc7250495473a4,52,14,0,9,False,True,True
0x9df859b1d9d02d497114ba83a4b0c1fbcc32ef2e,1,1,0,1,False,True,False
0x9e0e1be86001c3e2ccbff97c940bd6428ebfb067,1,3,0,2,False,True,False
0x9e71a846f6da640c79705288c4c48fd3422644f0,4,5,4,5,True,True,False
0x9eb16c4b28c4aceb2889155448e0bdd4a335b9d6,40,3,0,1,False,True,False
0x9f5b5c6419e2f7a9345ee972fb43dd981f129db3,4,2,0,2,False,True,False
