tx_to,txs,wallets,mean_legs,zero_prio,v4_share
0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,2537,361,1.4899487583760347,0.0,0.0
0x66a9893cc07d91d95644aedd05d03f95e1dba8af,253495,67818,1.8510621511272412,0.0016371131580504546,0.5491035326140555
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,72674,2928,1.4047389712964746,0.00019264110961279138,0.0
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,28612,1906,1.328987837271075,0.0006291066685306865,0.0
0xe592427a0aece92de3edee1f18e0157c05861564,120916,815,1.0090806841112838,0.00716199675807999,0.0
0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,65,11,1.2461538461538462,0.0,0.0
